ano,codigoOrgaoSuperior,orgaoSuperior,codigoOrgao,orgao,tipo_instituicao,chave_serie,empenhado,liquidado,pago,taxa_liquidacao,taxa_pagamento,valor_a_liquidar,restos_a_pagar,variacao_pago_aa,zscore_pago,zscore_robusto_pago,zscore_pago_entre_pares,flag_pago_maior_empenhado,flag_liquidado_maior_empenhado,flag_valor_negativo,flag_anomalia_zscore,flag_anomalia_robusto,flag_salto_anual,flag_atipico_entre_pares,flag_anomalia
2018,26000,Ministério da Educação,26260,Universidade Federal de Alfenas,Universidade Federal,26260,231569395.03,219742311.78,205376194.77,0.9489263974262756,0.8868883331642049,11827083.25,14366117.00999999,-0.020475535163458347,-0.3240274055698375,-0.2784926624654071,-0.839986196673036,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26260,Universidade Federal de Alfenas,Universidade Federal,26260,246499358.59,231153437.51,215122409.73,0.9377445800760693,0.872709815394737,15345921.080000013,16031027.780000001,0.04745542671542213,-0.10802888252509155,0.0,-0.841083942067134,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26260,Universidade Federal de Alfenas,Universidade Federal,26260,263339214.24,237881309.73,222547290.58,0.9033265722179972,0.845097420155498,25457904.51000002,15334019.149999976,0.03451467868605129,0.05652354156624273,0.212161833582719,-0.7404197453037785,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26260,Universidade Federal de Alfenas,Universidade Federal,26260,256822835.58,242229172.63,225586272.76,0.9431761474128958,0.8783731098153463,14593662.950000018,16642899.870000005,0.013655444521835314,0.12387437110707802,0.298999056234447,-0.7365672048055457,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26260,Universidade Federal de Alfenas,Universidade Federal,26260,278279598.13,256917733.85,238727419.4,0.9232359669068493,0.8578689239319551,21361864.28,18190314.449999988,0.05825330805470075,0.41511238268428574,0.6745,-0.7414896106151487,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26260,Universidade Federal de Alfenas,Universidade Federal,26260,305603633.53,291365026.75,261543231.64,0.9534082542948488,0.8558250064599616,14238606.779999971,29821795.110000014,0.09557265058761821,0.9207632190481744,1.3264491231320463,-0.7469524179574655,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26260,Universidade Federal de Alfenas,Universidade Federal,26260,318189935.78,305997522.79,276986100.58,0.9616819653327128,0.8705055359497959,12192412.98999995,29011422.21000004,0.0590451866911863,1.2630126867957632,1.7677204992360829,-0.7513586550468365,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26260,Universidade Federal de Alfenas,Universidade Federal,26260,367510912.11,355072182.43,314780639.0,0.9661541214964606,0.8565205239559873,12438729.680000007,40291543.43000001,0.13644922377281565,2.100626520615608,2.847678377698159,-0.771166860612885,False,False,False,False,False,False,False,False
2026,26000,Ministério da Educação,26260,Universidade Federal de Alfenas,Universidade Federal,26260,360959870.63,174576304.37,158545226.79,0.4836446335857332,0.4392322795142952,186383566.26,16031077.580000013,-0.49633107266803667,-1.3619092866848233,-1.6166614810384854,-0.7894886971718085,False,False,False,False,False,False,False,False
2014,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,179435300.14,154905078.55,153951603.12,0.8632921082370031,0.8579783520850304,24530221.589999974,953475.4300000072,,-1.2989677991165427,-1.4707597496431648,-0.8045568968592968,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,178221877.78,165965344.45,165442644.17,0.9312287947884283,0.928295932187546,12256533.330000013,522700.2800000012,0.07464060663949756,-1.0350242716887126,-1.1504366816761245,-0.8211386846370212,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,195307891.25,184597765.08,184094677.84,0.9451628600285756,0.9425869925775465,10710126.169999987,503087.24000000954,0.11274018112787276,-0.6065962868663566,-0.6304945264787107,-0.8262119151929354,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,216873272.13,205992979.16,205443560.36,0.949831102453796,0.9472977391001475,10880292.969999999,549418.7999999821,0.11596686428140357,-0.11622301829543308,-0.03537529257132371,-0.8345837161557811,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,240560864.8,219551511.97,199897287.07,0.912665125944459,0.8309634538277565,21009352.830000013,19654224.900000006,-0.02699657891579199,-0.24361817160413743,-0.18998263130643864,-0.8477849094348676,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,247613313.48,222043000.58,206712588.35,0.8967328834599787,0.8348201695814568,25570312.899999976,15330412.23000002,0.034094015881333206,-0.08707407324965376,0.0,-0.8527929351729824,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,251102587.89,230153939.96,215135287.23,0.9165733491397671,0.8567625249813987,20948647.929999977,15018652.73000002,0.04074594076360216,0.10639115267516679,0.23479028001593977,-0.7507207644067092,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,250964043.11,233180485.29,217516871.14,0.9291390208747741,0.8667252425665624,17783557.820000023,15663614.150000006,0.011070168639763178,0.16109495673744226,0.30117906597125055,-0.7479661188455337,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,267401584.21,250617465.56,230909119.8,0.9372325384698588,0.8635293634560476,16784118.650000006,19708345.75999999,0.06156878126193899,0.4687082822951858,0.6745,-0.752338932083735,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,287220736.18,270562528.98,245331829.04,0.9420020733128392,0.8541577892421095,16658207.199999988,25230699.940000027,0.062460544011826435,0.7999907775284232,1.0765459462333382,-0.7681485180941088,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,297983337.23,283679655.19,257647616.75,0.9519983829533406,0.8646376644581751,14303682.040000021,26032038.439999998,0.050200529455115994,1.0828783276716478,1.4198595665165048,-0.7753972259074763,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,359704522.55,342123085.88,305281705.4,0.9511225587452653,0.8487013263992668,17581436.670000017,36841380.48000002,0.18488076563976197,2.1770097757610256,2.7477024790768074,-0.7818481009015736,False,False,False,False,False,False,False,False
2026,26000,Ministério da Educação,26261,Universidade Federal de Itajubá,Universidade Federal,26261,327795383.29,162164653.22,149179978.67,0.49471304809846334,0.4551009143957977,165630730.07000002,12984674.550000012,-0.5113366571556108,-1.4085696518480573,-1.6037730576941835,-0.8092574664633266,False,False,False,False,False,False,False,False
2014,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1111915225.28,1073008685.99,1073008685.99,0.9650094374054438,0.9650094374054438,38906539.28999996,0.0,,-1.175844508589222,-1.7606359758309547,0.6907478580616794,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1181865251.72,1140622080.17,1131153246.2,0.9651033216434973,0.9570915504570445,41243171.54999995,9468833.970000029,0.054188340662269185,-0.8821759531050923,-1.34889121330048,0.698828154503057,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1278269278.81,1231376149.81,1226387439.99,0.9633151404188834,0.9594124339213572,46893129.0,4988709.819999933,0.08419212348983662,-0.40118017255406857,-0.6745,0.7014768328361499,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1358369968.54,1321014437.5,1318822923.98,0.9724997372548287,0.97088639658126,37355531.03999996,2191513.519999981,0.07537217112298022,0.06568026908963798,-0.019927564205631496,0.6804579100607326,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1388075171.19,1352071243.23,1271488115.7,0.9740619753834125,0.916008111152907,36003927.96000004,80583127.52999997,-0.03589170874976222,-0.1733918766364739,-0.35512417287001613,0.6775244274423431,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1451565301.39,1407485083.43,1321636996.1,0.9696326318094064,0.9104908989174771,44080217.96000004,85848087.33000016,0.03944109251260364,0.07989319789198532,0.0,0.6995161584461773,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1492024396.3,1429557335.21,1350896779.66,0.9581326811780632,0.9054119912583363,62467061.089999914,78660555.54999995,0.022139046989712252,0.22767449232106798,0.20720016782469963,0.8277324927541179,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1506677038.39,1445439397.56,1359378910.05,0.959355827911576,0.9022364285199438,61237640.83000016,86060487.50999999,0.006278888600308008,0.27051487102653615,0.26726550756704687,0.8650391373063341,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1530167390.56,1471860885.54,1384668146.0,0.9618953420523089,0.904912857601317,58306505.01999998,87192739.53999996,0.01860352236086249,0.398242269151332,0.44634864816012115,0.84871285832439,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1660396394.16,1586715873.4,1442535587.63,0.9556247405624636,0.8687898821653269,73680520.75999999,144180285.76999998,0.041791559802373035,0.6905111921884629,0.8561310237793741,0.7971725942838783,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1704892149.75,1632073473.34,1486695311.68,0.9572883971454277,0.8720172193285096,72818676.41000009,145378161.65999985,0.03061257166109277,0.9135470587511083,1.1688435978655631,0.7523621561309438,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1930084382.68,1854912687.95,1701520017.56,0.9610526382138687,0.8815780454103104,75171694.73000002,153392670.3900001,0.1444981390553004,1.998554165696815,2.6901028040367874,0.7881762345095079,False,False,False,False,False,False,False,False
2026,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,Universidade Federal,26262,1627232488.63,891732684.47,907450112.13,0.5480057033649616,0.5576646966371723,735499804.1600001,-15717427.659999967,-0.4666826703389042,-2.012025005232087,-2.933022101595233,0.7913479992912172,False,False,False,False,False,False,False,False
2014,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,325708171.0,249625679.81,249625301.31,0.7664090189803682,0.7664078568971486,76082491.19,378.5,,-1.5606596336420775,-1.507014991405278,-0.6488959063823676,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,307470118.79,276489544.5,274702938.93,0.8992403736274628,0.8934297095634852,30980574.29000002,1786605.5699999928,0.10046112108186134,-1.21359761165353,-1.1786417956156083,-0.6491699555780527,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,353593067.92,312028097.89,312012816.28,0.8824497033425891,0.8824064852724784,41564970.03000003,15281.610000014305,0.13581899595004798,-0.6972474805347726,-0.6900964291984306,-0.6387222694234377,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,376404061.23,338169204.2,337826598.03,0.8984207106983451,0.8975105022141951,38234857.03000003,342606.1700000167,0.0827330814732774,-0.3399975902109304,-0.35208396817202586,-0.6544422304873863,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,420411299.74,368039136.22,339645982.02,0.8754263656747829,0.8078897551755895,52372163.51999998,28393154.200000048,0.005385555786932006,-0.31481822140788945,-0.3282604747386414,-0.648865710493832,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,435530053.94,389364971.72,364715011.21,0.8940025336888466,0.8374049228305247,46165082.21999997,24649960.51000005,0.07380929119462931,0.03212466419439923,0.0,-0.632806184399082,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,438281720.16,395702662.09,372259125.17,0.9028500251973638,0.8493603726710353,42579058.07000005,23443536.919999957,0.020684956001594923,0.136531446234407,0.09878461631772606,-0.5323539370164165,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,422637019.47,405917151.44,382204548.52,0.9604391776873515,0.9043328693716807,16719868.030000031,23712602.920000017,0.026716399082112874,0.2741711549536328,0.2290126106131748,-0.5153267279336858,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,453907516.68,432802243.69,406170268.26,0.9535031427891533,0.8948304518745076,21105272.99000001,26631975.430000007,0.06270391033492873,0.6058447869524368,0.5428260606547013,-0.5091320152502838,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,482077373.76,456782942.69,416226117.45,0.9475303500085182,0.8634010640317176,25294431.069999993,40556825.24000001,0.024757718562410824,0.7450127343315766,0.6744999999999999,-0.5447074908557399,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,504741686.77,483996878.43,443288055.09,0.9589001485636098,0.8782473623820116,20744808.339999974,40708823.34000003,0.0650173944052197,1.1195364808895814,1.0288561431807446,-0.5446381410244336,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,594851475.98,573869135.28,513207319.89,0.9647267569346916,0.8627486702365599,20982340.700000048,60661815.389999986,0.15772873642129714,2.087184302632077,1.9443974225287377,-0.5480425450293938,False,False,False,False,False,False,False,False
2026,26000,Ministério da Educação,26263,Universidade Federal de Lavras,Universidade Federal,26263,418912161.85,288742931.87,299235076.94,0.6892684389845675,0.7143146086246768,130169229.98000002,-10492145.069999993,-0.41693139333215756,-0.8740850327389023,-0.8574115154766083,-0.49251149447131887,False,False,False,False,False,False,False,False
2014,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,222069410.63,195234876.56,195227976.01,0.8791615018301182,0.8791304279871227,26834534.069999993,6900.550000011921,,-1.2704445558386237,-1.458507949452518,-0.7374002884192978,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,229288975.35,209729383.5,207864183.54,0.9146945821527481,0.9065598693644299,19559591.849999994,1865199.9600000083,0.06472539329789884,-1.0621812192944122,-1.184037353646124,-0.7543698897494694,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,266637845.88,232070809.18,231322506.01,0.8703596011064505,0.8675531609046466,34567036.69999999,748303.1700000167,0.11285408611765879,-0.6755534675949081,-0.6745,-0.7569900762728098,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,278939479.92,262708973.57,261968349.73,0.9418135204286788,0.939158378746288,16230506.350000024,740623.8400000036,0.13248102940176176,-0.17046476521430803,-0.008842763455860814,-0.7576670679701776,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,295645455.15,274507479.96,254360228.77,0.9285022826436641,0.8603556196760971,21137975.189999998,20147251.189999968,-0.02904213798285693,-0.29585781943565986,-0.17409847707884765,-0.7702620049182102,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,308670602.68,283045167.87,264836287.35,0.9169812914235762,0.8579899901402557,25625434.810000002,18208880.52000001,0.04118591428643792,-0.12319692347272296,0.053451603380719095,-0.7718673173595151,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,313274160.31,281032119.62,262944888.58,0.8970804337705512,0.8393443248552745,32242040.689999998,18087231.03999999,-0.007141765914805975,-0.15436996472268838,0.012368600741130773,-0.6842761618405421,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,301331811.2,282846960.78,262375457.07,0.9386561599773107,0.8707194106892887,18484850.420000017,20471503.70999998,-0.002165592619332357,-0.16375503583080847,0.0,-0.68459845057827,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,318241970.22,305866310.5,285448742.93,0.9611124211195501,0.8969550519457564,12375659.720000029,20417567.569999993,0.08793995489389173,0.21652674466650637,0.501173987699255,-0.6766552240671062,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,365377535.79,361977605.67,328225215.72,0.9906947477965528,0.8983179959608868,3399930.120000005,33752389.94999999,0.1498569317591636,0.9215461049205617,1.4303201690430585,-0.6597669937999199,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,402442468.07,394738688.88,361788872.23,0.9808574397554385,0.8989828383794506,7703779.189999998,32949816.649999976,0.10225800731480739,1.4747246654025008,2.1593551091443355,-0.6459451462419334,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,476333764.17,453893508.1,404843774.07,0.9528896379850343,0.8499161817248677,22440256.069999993,49049734.03000003,0.11900560007447858,2.1843329470402986,3.0945490375722113,-0.6698938096216358,False,False,False,False,False,False,False,False
2026,26000,Ministério da Educação,26264,Universidade Federal Rural do Semi-Árido,Universidade Federal,26264,401905764.53,221675991.29,218838596.35,0.5515621094642278,0.5445022581497831,180229773.23999998,2837394.9399999976,-0.45944927311106076,-0.8813067106257394,-0.9456625394121236,-0.6622175669927304,False,False,False,False,False,False,False,False
2014,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,240354182.81,200610845.33,200610845.33,0.8346467824468148,0.8346467824468148,39743337.47999999,0.0,,-1.540010177281911,-1.8597796120261263,-0.7286423665890465,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,249340679.71,237634839.16,234544684.5,0.9530528248995924,0.9406595216343809,11705840.550000012,3090154.6599999964,0.16915256557630087,-1.0619209641378595,-1.2346536260900685,-0.7123764844522733,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,281727232.51,254997962.78,254578765.66,0.9051235853493459,0.9036356315002798,26729269.72999999,419197.12000000477,0.0854169055363947,-0.7796635381547662,-0.8655876717567909,-0.7229033710027268,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,315278505.19,288849837.8,288755695.72,0.9161735831814066,0.9158749834403832,26428667.389999986,94142.07999998331,0.13424894244968044,-0.29814945075052923,-0.23598348836355587,-0.721215930508135,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,326781859.32,300572678.4,281711020.04,0.9197960958587521,0.8620766789999058,26209180.920000017,18861658.359999955,-0.02439666397725737,-0.39740092170356495,-0.36575983957444586,-0.7313307112000225,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,346240755.01,323833860.21,301565634.71,0.9352852185198335,0.8709709366862092,22406894.800000012,22268225.5,0.0704786581198733,-0.11767197452182393,0.0,-0.7207290522777721,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,355202927.1,328422690.85,307532176.04,0.9246058120392106,0.8657929104098309,26780236.25,20890514.810000002,0.019785216361730917,-0.03361019078551633,0.10991506186078609,-0.6223098514943223,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,345800246.96,330576590.59,310304545.27,0.9559755769296457,0.8973520059570521,15223656.370000005,20272045.319999993,0.009014891598332575,0.005449339645901719,0.16098738643921706,-0.6168933613864399,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,372657296.59,358741135.31,338179653.38,0.9626569467246723,0.9074816365451915,13916161.279999971,20561481.930000007,0.08983145279340188,0.3981779205721983,0.6745,-0.6034814358941258,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,422325359.77,407421668.77,380611089.67,0.9647104047739008,0.9012271720487784,14903691.0,26810579.099999964,0.12547010402876424,0.9959886158734358,1.4561679189344228,-0.5912734613532102,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,445968210.77,433141458.24,394245715.55,0.9712384151600099,0.8840220132939589,12826752.529999971,38895742.69,0.03582298637651782,1.1880849927621908,1.7073437114347763,-0.6055998877966905,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,536330893.85,523488673.43,464984600.04,0.976055415477163,0.8669733654575678,12842220.420000017,58504073.389999986,0.17942841659373365,2.1847154493128005,3.010488772307303,-0.6022674169762788,False,False,False,False,False,False,False,False
2026,26000,Ministério da Educação,26266,Fundação Universidade Federal do Pampa,Universidade Federal,26266,529088060.35,261244565.51,271306477.21,0.4937638648227719,0.5127813261000947,267843494.84000003,-10061911.699999988,-0.4165258866924604,-0.5439891008305512,-0.5574313466572007,-0.5514649826889411,False,False,False,False,False,False,False,False
2014,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,90853399.09,78381681.27,78381681.27,0.8627270091717159,0.8627270091717159,12471717.820000008,0.0,,-1.5049320591889215,-2.3688549938188053,-0.9275090677064425,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,125127054.77,114269851.99,110298061.03,0.9132305735161994,0.8814885096811585,10857202.780000001,3971790.9599999934,0.40719182394236,-0.861436303695793,-1.3360048857617535,-0.9079327382125035,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,152074563.33,128407185.5,127497715.83,0.8443699109716194,0.8383894915636315,23667377.830000013,909469.6700000018,0.15593796155058293,-0.5146580994328479,-0.7794046243189443,-0.9091660957985409,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,157726951.79,140796126.7,140737374.7,0.8926573746727702,0.892284882848556,16930825.090000004,58752.0,0.10384232206679833,-0.2477210485803755,-0.3509543051616318,-0.922633277654617,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,166172446.29,153626323.1,145276638.33,0.9244993771825155,0.8742522696961857,12546123.189999998,8349684.769999981,0.03225343402686076,-0.15620074142354193,-0.20405860564934575,-0.9255322951753057,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,174588374.5,160791604.15,151582308.34,0.9209754349938117,0.868226815067804,13796770.349999994,9209295.810000002,0.043404569946590366,-0.02906627575144575,0.0,-0.9295508161543475,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,178982515.03,160632251.4,151598718.54,0.8974745458967083,0.8470029517385533,18350263.629999995,9033532.860000014,0.00010825933566849244,-0.028735414478137423,0.0005310526121909233,-0.8390223175637724,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,170793002.12,161124353.58,151653235.83,0.943389668077813,0.8879358869952277,9668648.539999992,9471117.75,0.00035961577066778716,-0.027636240794285952,0.002295293710050945,-0.8410057211128206,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,184475631.4,171840215.5,162205530.96,0.9315063143890125,0.8792789038259934,12635415.900000006,9634684.539999992,0.06958173409388313,0.1851183754224314,0.3437794860660324,-0.8476777345735697,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,204747972.4,187801280.03,172425214.76,0.9172314520561279,0.8421339305043101,16946692.370000005,15376065.27000001,0.06300453344294499,0.3911669059021888,0.6745,-0.8634725276836621,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,215359075.87,204996389.61,188696695.79,0.9518818224022499,0.876195697941727,10362686.25999999,16299693.820000023,0.09436833848604098,0.7192313373047294,1.201063509597862,-0.8611061994740629,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,319465992.19,311921592.99,288817710.8,0.9763843432965065,0.9040640251567931,7544399.199999988,23103882.189999998,0.5305923062978506,2.7378640481281575,4.4410926717229895,-0.8003613245790473,False,False,False,False,True,False,False,True
2026,26000,Ministério da Educação,26267,Universidade Federal da Integração Latino-Americana,Universidade Federal,26267,164086224.39,128671890.41,120140463.94,0.7841724123298295,0.7321788552733729,35414333.97999999,8531426.469999999,-0.5840266734085616,-0.6629944834121566,-1.0174936076789245,-0.8705559456578122,False,False,False,False,False,False,False,False
2014,26000,Ministério da Educação,26268,Fundação Universidade Federal de Rondônia,Universidade Federal,26268,228282640.72,185228837.77,179251542.97,0.8114013276953125,0.7852175811732479,43053802.94999999,5977294.800000012,,-1.557913527108226,-1.738470424673667,-0.7633939255248264,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26268,Fundação Universidade Federal de Rondônia,Universidade Federal,26268,231503843.46,208934194.15,205678553.28,0.9025085330218301,0.8884455230028948,22569649.310000002,3255640.870000005,0.14742975079674991,-1.0814346254006095,-1.1994755885534787,-0.7578099322537536,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26268,Fundação Universidade Federal de Rondônia,Universidade Federal,26268,256214137.34,231796996.37,231418197.45,0.9047002588401354,0.9032218122410028,24417140.97,378798.9200000167,0.12514500787527116,-0.6173489327475291,-0.6745,-0.7568498213065668,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26268,Fundação Universidade Federal de Rondônia,Universidade Federal,26268,275183748.9,259365425.51,258851817.01,0.9425172327463702,0.9406508125742015,15818323.389999986,513608.5,0.11854564533943912,-0.12272086984980878,-0.11497476027469744,-0.7619079197000982,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26268,Fundação Universidade Federal de Rondônia,Universidade Federal,26268,288805782.08,276037247.29,258721611.52,0.9557885070789094,0.8958325198916323,12768534.789999962,17315635.77000001,-0.0005030116902557946,-0.12506847437047663,-0.11763037988210841,-0.7640539844195884,False,False,False,False,False,False,False,False
