ano,codigoOrgaoSuperior,orgaoSuperior,codigoOrgao,orgao,tipo_instituicao,chave_serie,empenhado,liquidado,pago,taxa_liquidacao,taxa_pagamento,valor_a_liquidar,restos_a_pagar,variacao_pago_aa,zscore_pago,zscore_robusto_pago,zscore_pago_entre_pares,flag_pago_maior_empenhado,flag_liquidado_maior_empenhado,flag_valor_negativo,flag_anomalia_zscore,flag_anomalia_robusto,flag_salto_anual,flag_atipico_entre_pares,flag_anomalia
2014,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1238790809.97,1070440928.32,1067504209.55,0.8641014444932176,0.8617308111737217,168349881.64999998,2936718.7700001,,-0.08527839613468893,0.29146855502829455,0.6167942291618669,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1196709006.74,886429493.14,884408146.65,0.7407226720510409,0.7390335843291173,310279513.6,2021346.4900000095,-0.17151788373479393,-0.9647343607348764,-2.1241981899441584,0.6369055313877262,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1279610061.15,1041793232.28,1041479739.19,0.8141489848428736,0.8139039937322862,237816828.87000012,313493.08999991417,0.1776007979290588,-0.2102804050318595,-0.05188370830523357,0.7192467334547594,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1319326604.0,1210782332.68,1208813323.52,0.9177275202433499,0.9162350852738508,108544271.31999993,1969009.1600000858,0.16066907308263323,0.593464451553732,2.155821736479753,0.7368934111109808,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1309746836.6,1207162767.97,1164087802.44,0.9216764142784265,0.8887884054462623,102584068.62999988,43074965.52999997,-0.036999526899456736,0.3786366411647115,1.5657383004228642,0.8263522881977312,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1291527044.43,1141183750.99,1096536173.37,0.8835926091610786,0.8490230058279136,150343293.44000006,44647577.620000124,-0.058029668319183325,0.05416935244688797,0.6745,0.7870894277399004,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1250762480.07,1070780710.43,1010314728.98,0.8561023595543679,0.8077590630344595,179981769.64,60465981.44999993,-0.07863073420096511,-0.3599737063617718,-0.46305737080032183,1.090215775540836,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1169119710.67,1089649136.3,1045412277.79,0.9320252890745833,0.8941875397780218,79470574.37000012,44236858.50999999,0.03473922313835209,-0.191391443286793,0.0,1.0602330527459134,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1252492958.44,1106428316.91,1025893183.75,0.8833808680953178,0.8190809990882235,146064641.52999997,80535133.16000009,-0.018671192652589985,-0.2851465104639908,-0.2575239774007064,1.028461167080787,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1477941670.83,1083373578.31,1035174418.3,0.7330286436145929,0.7004162875512229,394568092.52,48199160.00999999,0.00904697944875088,-0.2405664307256908,-0.13507257511703527,1.0169871508008326,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1695744780.03,1298490721.61,1206900881.63,0.7657347596771183,0.7117231884438697,397254058.4200001,91589839.97999978,0.1658913322182125,0.5842785171296245,2.130590050979841,0.9738003484073113,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1973428281.58,1682180154.25,1617243930.71,0.8524151447263055,0.8195098579489165,291248127.3299999,64936223.53999996,0.33999730659389704,2.5552583204623236,7.544426055932818,1.0279973160787694,False,False,False,False,True,False,False,True
2026,26000,Ministério da Educação,26000,Ministério da Educação - Unidades com vínculo direto,Outros / Administração,26000,1255966713.01,727489016.4,704592008.57,0.5792263511956688,0.5609957662662912,528477696.61,22897007.829999924,-0.5643254581510959,-1.8284360300176126,-4.4965914467367405,1.1432999618093387,False,False,False,False,True,False,False,True
2014,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,482135829.51,469941604.32,464822910.4,0.9747079050266952,0.9640911999268021,12194225.189999998,5118693.920000017,,-1.3713571925526549,-1.9853897306898793,,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,566500708.42,539607740.58,534803730.07,0.9525279184292536,0.9440477692633351,26892967.839999914,4804010.51000005,0.15055372294317104,-0.7592490234915932,-1.1471221468656143,,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,601925487.76,574977927.16,574259490.82,0.9552310690476284,0.954037505467735,26947560.600000024,718436.3399999142,0.0737761510093351,-0.4141374116888069,-0.6745,,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,663678388.72,636939542.05,584771523.88,0.9597111385206172,0.881106773730898,26738846.670000076,52168018.16999996,0.01830537105270924,-0.3221907705976007,-0.5485812611821335,,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,681616587.09,656092182.29,606410481.81,0.9625531342936203,0.8896650892827085,25524404.80000007,49681700.48000002,0.0370041239122314,-0.13291915329758566,-0.28937828148008155,,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,736455856.27,700706687.59,650852657.17,0.9514578255089691,0.8837632990881994,35749168.67999995,49854030.42000008,0.07328728096412518,0.2558076252251591,0.2429737991985626,,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,716306885.21,681919167.45,631866815.54,0.9519930375234094,0.8821174675080155,34387717.75999999,50052351.910000086,-0.029170721546337597,0.08974228313536738,0.015551261636132293,,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,720438734.5,688662502.95,630568554.63,0.9558932216879575,0.8752563187314298,31776231.549999952,58093948.32000005,-0.002054643285690605,0.07838665580303569,0.0,,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,728360031.2,697883246.09,641146395.14,0.9581569775873225,0.8802602664559828,30476785.110000014,56736850.95000005,0.016775084060775658,0.17090890143731605,0.12670701555382513,,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,803678858.58,770137151.41,704838745.69,0.9582647884638099,0.8770154125185797,33541707.170000076,65298405.71999991,0.09934135328966831,0.7280130945891,0.8896479621647272,,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,861593281.52,825549618.55,757038434.3,0.958166267375701,0.8786494167694214,36043662.97000003,68511184.25,0.07405905099456356,1.1845932828649168,1.5149236741930314,,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,968620596.72,931910307.42,864960503.34,0.9621004452885777,0.8929817373995351,36710289.30000007,66949804.07999992,0.14255824295075703,2.12856593698453,2.8076717797751503,,False,False,False,False,False,False,False,False
2026,26000,Ministério da Educação,26201,Colégio Pedro II,Educação Básica,26201,772703269.22,456483115.41,434548174.07,0.5907612062658849,0.5623739297863353,316220153.81,21934941.340000033,-0.4976092291011962,-1.6361642284111804,-2.3480366701504236,,False,False,False,False,False,False,False,False
2014,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,211505729.05,178588020.93,169944001.68,0.8443649339057939,0.8034959735763243,32917708.120000005,8644019.25,,-0.8591187284157595,-0.8167310518200618,-0.7785372838721654,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,209348199.0,177640938.82,174513826.26,0.8485429522133123,0.8336055771848316,31707260.180000007,3127112.5600000024,0.02689017873431543,-0.7763140159567946,-0.6745,-0.8068612231080516,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,243108431.26,190099198.42,188667980.36,0.781952305951464,0.776065146659694,53009232.84,1431218.0599999726,0.08110620461047269,-0.5198423199797064,-0.23396662940259924,-0.819508824607594,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,233398323.48,194277010.79,192418522.3,0.8323839173019925,0.8244211844841656,39121312.69,1858488.4899999797,0.019879059143175892,-0.4518829177159571,-0.11723490027757082,-0.8523076613704595,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,224662792.75,201822441.36,191219963.9,0.8983349618758801,0.8511421119597028,22840351.389999986,10602477.460000008,-0.006228913857530438,-0.47360066244332205,-0.1545387877497179,-0.860136267524805,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,232417286.96,207299326.71,196185230.92,0.8919273149663652,0.8441077403754579,25117960.25,11114095.790000021,0.02596625853666934,-0.3836305770110534,0.0,-0.8674501734187099,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,245125381.09,217471673.31,205292797.33,0.8871854572666765,0.8375011857895894,27653707.78,12178875.97999999,0.046423302953492396,-0.21860248795014206,0.2834635613114438,-0.7643996136587541,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,234903533.88,215010316.62,202452298.09,0.9153132482452886,0.8618529263736933,19893217.25999999,12558018.530000001,-0.013836331702539062,-0.27007201783921053,0.19505596764418556,-0.7692464790670971,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,275383269.63,244697842.35,231175690.76,0.8885719262421846,0.8394689011812645,30685427.28,13522151.590000004,0.14187733575259798,0.25039265848438186,1.0890417825865102,-0.7519690160934053,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,299910863.04,278353555.8,251661978.47,0.9281209522673247,0.8391225843541221,21557307.24000001,26691577.330000013,0.08861782846911992,0.6216019102798157,1.7266562463088173,-0.7598719682785983,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,348213094.54,330090552.37,302923817.35,0.9479555982983913,0.8699380411014453,18122542.170000017,27166735.01999998,0.2036932205319637,1.5504607218747681,3.3221278305009987,-0.7191169525421345,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,405885731.07,389017919.62,352500610.15,0.9584419698481814,0.8684725359049562,16867811.449999988,36517309.47000003,0.16366092713904568,2.448786686159745,4.8651541025968275,-0.7287519862173473,False,False,False,False,True,False,False,True
2026,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São Francisco,Universidade Federal,26230,325728833.16,184027324.51,166684626.18,0.5649709383252683,0.5117281898655974,141701508.65000004,17342698.329999983,-0.5271366307449212,-0.9181782494867621,-0.9181757347670693,-0.7723075283815433,False,False,False,False,False,False,False,False
2014,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,755033634.5,720493792.42,712592314.22,0.9542539027378918,0.943788834906533,34539842.08000004,7901478.1999999285,,-1.3313243451717172,-1.5911969399988088,0.1043508599817692,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,842157404.17,797599316.24,782068292.97,0.9470905466016596,0.9286485983469781,44558087.92999995,15531023.26999998,0.09749751346398972,-0.8787125827005351,-1.0639781582317653,0.14939072279524812,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,865411268.15,836357830.46,833393050.7,0.9664281726396886,0.9630023104292995,29053437.689999938,2964779.7599999905,0.06562695124116069,-0.5443496924968224,-0.6745,0.12546486349418765,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,967279215.1,928336881.81,922277493.53,0.9597403390023489,0.9534759758428721,38942333.29000008,6059388.279999971,0.10665368850309265,0.03470144214523939,0.0,0.14085491987746515,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,1021096374.93,977927116.49,912333588.01,0.9577226405852637,0.8934843080532373,43169258.43999994,65593528.48000002,-0.010781901965253304,-0.030079633044062727,-0.07545937241310142,0.1663015428944629,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,1016511638.33,995449054.74,931114963.79,0.9792795450678723,0.9159904605909913,21062583.590000033,64334090.95000005,0.02058608389171135,0.09227447763364192,0.06706318339386724,0.15579238865551795,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,1003694900.82,979046681.81,917200044.23,0.9754425184487209,0.9138235568205684,24648219.01000011,61846637.57999992,-0.01494436251283171,0.0016236313985855003,-0.03853024718172687,0.22499148663421464,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,1034545458.08,1007301352.53,943836959.76,0.9736656274142249,0.9123204325034254,27244105.55000007,63464392.76999998,0.02904155499944605,0.17515384287227825,0.16360410786337182,0.2780405970893421,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,1079233871.34,1039193227.16,971937494.67,0.9628990108230344,0.9005809773772403,40040644.17999995,67255732.49000001,0.02977265789331396,0.3582190239727037,0.3768451452521753,0.27597354858774803,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,1155068741.16,1123324052.66,1027272788.75,0.9725170568912463,0.8893607385811008,31744688.5,96051263.91000009,0.05693297602310099,0.7187091592831037,0.7967572768762112,0.2542243938559119,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,1237324301.73,1185115616.22,1073287511.74,0.9578051724701415,0.8674261955732646,52208685.50999999,111828104.48000002,0.044793090495457655,1.0184790257439935,1.1459402122535092,0.2384784007880162,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,1423124059.59,1374452513.79,1241015918.37,0.9657995060430485,0.8720363555145957,48671545.79999995,133436595.42000008,0.15627537336950903,2.111171077114156,2.418747991319103,0.27035443003089893,False,False,False,False,False,False,False,False
2026,26000,Ministério da Educação,26231,Universidade Federal de Alagoas,Universidade Federal,26231,1397629383.22,666156955.9,652030194.38,0.47663347944591733,0.4665258202269523,731472427.32,14126761.51999998,-0.4745996528099312,-1.7258654267505549,-2.050772862752895,0.2521911759204437,False,False,False,False,False,False,False,False
2014,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,1609313881.3,1555343278.1,1519213414.09,0.9664635943136197,0.9440131174800921,53970603.20000005,36129864.00999999,,-1.031056910186053,-1.140127756197397,1.4167224074472347,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,1666184223.32,1609587560.69,1565783031.74,0.9660321698898177,0.9397418423636597,56596662.629999876,43804528.95000005,0.030653769390191377,-0.8687578582677041,-0.9577230099842516,1.3829076913070253,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,1709151955.31,1646576111.22,1638092483.98,0.9633877819373584,0.9584241347826142,62575844.089999914,8483627.24000001,0.04618101663781915,-0.6167533081876778,-0.6745,1.3049130131977547,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,1897432893.51,1818934086.47,1810298568.29,0.9586289416039439,0.9540777829255331,78498807.03999996,8635518.180000067,0.10512598402966766,-0.016600555632618214,0.0,1.3492380974177598,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,1946483944.85,1883924356.9,1762352297.26,0.967860208600477,0.9054029456152594,62559587.94999981,121572059.6400001,-0.026485283626606293,-0.18369736088605743,-0.18779684782517886,1.3762236877087604,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,2055958382.37,1999160761.52,1874445303.68,0.9723741388264258,0.9117136415569068,56797620.849999905,124715457.83999991,0.06360419911176418,0.20695623660259121,0.25125112851801007,1.4691910861091393,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,1968764533.96,1925267736.53,1807777358.71,0.9779065517080857,0.9182293400388577,43496797.43000007,117490377.81999993,-0.035566759317604224,-0.02538718402189908,-0.009875120664428218,1.4626938318571376,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,1976394942.9,1934287964.44,1816728784.77,0.9786950585907613,0.9192134351974616,42106978.46000004,117559179.67000008,0.004951619742813662,0.005809292053424433,0.0251859917327448,1.5110959521278164,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,2007885471.13,1976877690.51,1858704044.85,0.9845569973657166,0.9257022233464124,31007780.620000124,118173645.66000009,0.023104857715629867,0.15209661968859323,0.18959547260214904,1.5065244180494752,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,2263725471.55,2205693774.3,2022478340.83,0.9743645163782758,0.8934291574875396,58031697.25,183215433.47000027,0.08811208886846589,0.7228638775586823,0.8310696869490303,1.5554366984859302,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,2347845955.23,2296782766.32,2137137051.59,0.9782510480313868,0.9102543745808236,51063188.90999985,159645714.73000026,0.05669218228213291,1.1224591714343266,1.280167061861753,1.560889339181796,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,2706510716.72,2657917302.4,2457221238.69,0.9820457336378517,0.9078926691514779,48593414.319999695,200696063.71000004,0.14977241953755938,2.237979605611336,2.5338787705044017,1.6379375518583257,False,False,False,False,False,False,False,False
2026,26000,Ministério da Educação,26232,Universidade Federal da Bahia,Universidade Federal,26232,2606920101.74,1298359341.56,1325572565.9,0.498043396379277,0.5084822373402396,1308560760.1799998,-27213224.340000153,-0.4605400014340212,-1.705911625766949,-1.898583838788727,1.6739478213429817,False,False,False,False,False,False,False,False
2014,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,1452827709.51,1360026773.96,1351016452.25,0.9361239223739068,0.9299220020422531,92800935.54999995,9010321.710000038,,-1.0637357320973977,-2.79454064556501,1.1430661553053978,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,1492337253.74,1427407219.97,1415001113.8,0.9564910454340824,0.9481778399981738,64930033.76999998,12406106.170000076,0.047360386650687314,-0.7615424544232707,-1.9822819333009603,1.1455865779952539,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,1628898455.85,1542011792.47,1535090814.35,0.9466592511841628,0.9424103809767265,86886663.37999988,6920978.120000124,0.08486897952150563,-0.1943705831498665,-0.4577930454650237,1.1539434416568608,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,1710080556.55,1633180850.37,1624285779.2,0.9550315300145034,0.9498299790490067,76899706.18000007,8895071.169999838,0.05810403138121045,0.22688848311849477,0.6745,1.096119414165276,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,1757400491.85,1678274475.71,1561061621.68,0.9549755354531029,0.8882788123250633,79126016.13999987,117212854.02999997,-0.03892428187799524,-0.07171300865034179,-0.12810442936068994,1.0897052343164093,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,1763191868.03,1713830893.39,1610705131.6,0.9720047627629145,0.9135166517071269,49360974.63999987,103125761.7900002,0.031801121256554765,0.16274841717512317,0.5020993173353282,1.1019856822031664,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,1730049843.14,1658889077.61,1560696160.27,0.9588677945828167,0.902110518063094,71160765.53000021,98192917.33999991,-0.031047874839961187,-0.07343904702697729,-0.1327438102228815,1.1193064877181957,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,1700548912.62,1671897824.4,1571152887.47,0.9831518587866681,0.9239092600102622,28651088.21999979,100744936.93000007,0.006700040319309153,-0.02405295058192679,0.0,1.1641930867805848,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,1739104575.66,1710350091.81,1603431555.85,0.9834659259411771,0.9219868536321276,28754483.850000143,106918535.96000004,0.020544575029854517,0.1283960326651898,0.40976429314154905,1.1522871238880676,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,1938390814.2,1852171809.96,1681618214.94,0.9555203194276466,0.8675331118064684,86219004.24000001,170553595.01999998,0.04876208080397437,0.4976639510761257,1.4023114675771664,1.1097685759168638,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,1970450564.34,1936073769.45,1769534048.32,0.982553840470738,0.8980352414538769,34376794.88999987,166539721.1300001,0.052280495417407646,0.9128818049330805,2.5183664701195605,1.103942924955594,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,2357229644.12,2274575420.76,2053711366.33,0.964935862924439,0.8712394108282525,82654223.35999966,220864054.4300003,0.16059443347801006,2.255023391522198,6.12587953324764,1.1842038921625428,False,False,False,False,True,False,False,True
2026,26000,Ministério da Educação,26233,Universidade Federal do Ceará,Universidade Federal,26233,2213579588.44,1143148230.91,1153889220.28,0.5164251770660857,0.5212774938411827,1070431357.53,-10740989.369999886,-0.4381444056853958,-1.9947483045604355,-5.296989009178006,1.3115475509743022,False,False,False,False,True,False,False,True
2014,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,916948825.45,883749535.18,876437567.41,0.9637937370673797,0.9558194995013829,33199290.2700001,7311967.769999981,,-0.9760753249846467,-2.1913913287844817,0.3709268874480556,False,False,False,False,False,False,False,False
2015,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,979720625.55,934362353.83,918095946.32,0.9537028510606924,0.9370997429033355,45358271.71999991,16266407.50999999,0.04753148479600955,-0.7112409327384639,-1.6071318875040395,0.3634895655162674,False,False,False,False,False,False,False,False
2016,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,1050286653.49,1008666366.25,1003520740.59,0.9603724496529592,0.9554731913001071,41620287.24000001,5145625.659999967,0.09304560663012151,-0.1681707493756665,-0.40904775947029237,0.3748210588082746,False,False,False,False,False,False,False,False
2017,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,1111701401.32,1084450026.61,1080778958.33,0.9754867856803611,0.9721845785628375,27251374.71000004,3671068.2799999714,0.07698716590010624,0.32298213934810843,0.6745,0.35653730526632416,False,False,False,False,False,False,False,False
2018,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,1229319448.79,1118764966.33,1045552461.0,0.9100685484405074,0.8505132348057464,110554482.46000004,73212505.32999992,-0.03259361875848443,0.09903708302444916,0.18044780241551417,0.35592615089870644,False,False,False,False,False,False,False,False
2019,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,1181811751.69,1153419114.38,1080349596.94,0.9759753300224014,0.914146940403234,28392637.309999943,73069517.44000006,0.033281099933253344,0.32025256451226924,0.6684781995269025,0.3635717470688547,False,False,False,False,False,False,False,False
2020,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,1118830613.6,1071991482.05,1001514584.16,0.9581356364577045,0.8951440655860152,46839131.54999995,70476897.88999999,-0.07297176118109705,-0.18092446742210497,-0.43718413600681766,0.34216975079052253,False,False,False,False,False,False,False,False
2021,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,1123265951.2,1075973241.1,1005625237.19,0.9578971390974002,0.8952690465830262,47292710.10000014,70348003.90999985,0.004104436515468102,-0.15479185435794957,-0.37953216045120897,0.36532330977002464,False,False,False,False,False,False,False,False
2022,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,1139358725.43,1103643129.03,1032686322.44,0.9686528960521008,0.9063750506235503,35715596.400000095,70956806.58999991,0.026909711738754893,0.01724331007293335,0.0,0.3602736643464901,False,False,False,False,False,False,False,False
2023,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,1246316197.17,1216673353.9,1124524775.8,0.9762156318458272,0.9022788746174117,29642843.26999998,92148578.10000014,0.0889316062044927,0.6010869837062942,1.2880358010112825,0.3813795146595454,False,False,False,False,False,False,False,False
2024,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,1311910131.31,1263133746.6,1161350865.63,0.9628203307940806,0.8852366011308566,48776384.71000004,101782880.96999979,0.03274813558803236,0.8352011133031677,1.8045223094062204,0.34794495418070603,False,False,False,False,False,False,False,False
2025,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,1596510653.17,1515699445.87,1366626178.23,0.9493826069124293,0.8560081797866202,80811207.30000019,149073267.63999987,0.17675563748656087,2.14019578851642,4.683511904931597,0.4115990607217883,False,False,False,False,True,False,False,True
2026,26000,Ministério da Educação,26234,Universidade Federal do Espírito Santo,Universidade Federal,26234,1446573744.64,748275868.07,692598173.0,0.517274608945857,0.4787852507114061,698297876.57,55677695.07000005,-0.49320583489990977,-2.144795653604811,-4.769741823300189,0.33782467966599355,False,False,False,False,True,False,False,True
2014,26000,Ministério da Educação,26235,Universidade Federal de Goiás,Universidade Federal,26235,1196066821.44,1122934595.65,1117768036.55,0.938856070180132,0.9345364460526272,73132225.78999996,5166559.100000143,,-1.044440693617976,-1.2762179743909234,0.7635712669304078,False,False,False,False,False,False,False,False
