ano,codigoFuncao,funcao,codigoSubfuncao,subfuncao,codigoPrograma,programa,codigoAcao,acao,chave_serie,empenhado,liquidado,pago,taxa_liquidacao,taxa_pagamento,valor_a_liquidar,restos_a_pagar,variacao_pago_aa,zscore_pago,zscore_robusto_pago,flag_pago_maior_empenhado,flag_liquidado_maior_empenhado,flag_valor_negativo,flag_anomalia_zscore,flag_anomalia_robusto,flag_salto_anual,flag_anomalia,empenhado_real,liquidado_real,pago_real
2017,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",125B,IMPLANTACAO DA UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA - UNILAB,2032-125B,0.0,0.0,0.0,,,0.0,0.0,,-0.4611865332431368,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",125B,IMPLANTACAO DA UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA - UNILAB,2032-125B,0.0,0.0,0.0,,,0.0,0.0,,-0.4611865332431368,,False,False,False,False,False,False,False,0.0,0.0,0.0
2019,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",125B,IMPLANTACAO DA UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA - UNILAB,2032-125B,0.0,0.0,0.0,,,0.0,0.0,,-0.4611865332431368,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",125C,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,2032-125C,40713090.84,22122097.32,20240196.45,0.543365705319169,0.49714222213053666,18590993.520000003,1881900.870000001,,1.8599946282176991,,False,False,False,False,False,False,False,74241627.65572426,40340354.375195734,36908647.747354664
2015,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",125C,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,2032-125C,22881428.73,14278348.32,8550052.65,0.6240147190319265,0.3736677788301727,8603080.41,5728295.67,-0.5775706687866657,0.4518962034118822,,False,False,False,False,False,False,False,37701003.01224659,23525980.801908866,14087650.055255832
2016,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",125C,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,2032-125C,0.0,0.0,0.0,,,0.0,0.0,-1.0,-0.5779727079073954,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",125C,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,2032-125C,0.0,0.0,0.0,,,0.0,0.0,,-0.5779727079073954,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",125C,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,2032-125C,0.0,0.0,0.0,,,0.0,0.0,,-0.5779727079073954,,False,False,False,False,False,False,False,0.0,0.0,0.0
2019,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",125C,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,2032-125C,0.0,0.0,0.0,,,0.0,0.0,,-0.5779727079073954,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",12EL,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO ABC,2032-12EL,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",12EL,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO ABC,2032-12EL,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",12EL,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO ABC,2032-12EL,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",12EL,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO ABC,2032-12EL,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",12EL,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO ABC,2032-12EL,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2019,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",12EL,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO ABC,2032-12EL,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XN,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO OESTE DA BAHIA - UFOB,2032-14XN,19063759.36,11661363.06,10950931.81,0.6117032238913028,0.5744371612756237,7402396.299999999,710431.25,,1.2709019454115662,,False,False,False,False,False,False,False,34763376.96112507,21264869.760468848,19969375.577903103
2015,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XN,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO OESTE DA BAHIA - UFOB,2032-14XN,21581896.23,11282277.81,11179389.1,0.5227658260314043,0.517998464122909,10299618.42,102888.7100000009,0.02086190417069167,1.3108806050463926,,False,False,False,False,False,False,False,35559804.607411996,18589450.62910907,18419924.171150155
2016,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XN,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO OESTE DA BAHIA - UFOB,2032-14XN,0.0,0.0,0.0,,,0.0,0.0,-1.0,-0.6454456376144897,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XN,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO OESTE DA BAHIA - UFOB,2032-14XN,0.0,0.0,0.0,,,0.0,0.0,,-0.6454456376144897,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XN,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO OESTE DA BAHIA - UFOB,2032-14XN,0.0,0.0,0.0,,,0.0,0.0,,-0.6454456376144897,,False,False,False,False,False,False,False,0.0,0.0,0.0
2019,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XN,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO OESTE DA BAHIA - UFOB,2032-14XN,0.0,0.0,0.0,,,0.0,0.0,,-0.6454456376144897,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XO,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA - UNIFESSPA,2032-14XO,27513806.93,12557729.86,12531354.83,0.45641556953383766,0.45545695882369125,14956077.07,26375.02999999933,,1.784924801474932,,False,False,False,False,False,False,False,50172309.872422,22899423.385249674,22851327.671653185
2015,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XO,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA - UNIFESSPA,2032-14XO,1993684.0,844787.86,844787.86,0.4237320758956786,0.4237320758956786,1148896.1400000001,0.0,-0.9325860713817167,-0.3314891537502622,,False,False,False,False,False,False,False,3284929.773240948,1391930.1119869077,1391930.1119869077
2016,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XO,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA - UNIFESSPA,2032-14XO,0.0,0.0,0.0,,,0.0,0.0,-1.0,-0.4844785492415566,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XO,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA - UNIFESSPA,2032-14XO,0.0,0.0,0.0,,,0.0,0.0,,-0.4844785492415566,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XO,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA - UNIFESSPA,2032-14XO,0.0,0.0,0.0,,,0.0,0.0,,-0.4844785492415566,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XP,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO CARIRI - UFCA,2032-14XP,23395115.4,5400396.34,5223765.6,0.23083435356766824,0.2232844553525904,17994719.06,176630.74000000022,,0.6548551336766079,,False,False,False,False,False,False,False,42661743.696035735,9847796.028143955,9525704.205561146
2015,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XP,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO CARIRI - UFCA,2032-14XP,21519336.41,8646933.39,8279992.79,0.4018215629540409,0.3847698940266718,12872403.02,366940.60000000056,0.5850620843324212,1.4481072230138836,,False,False,False,False,False,False,False,35456726.77996963,14247277.371961799,13642681.005661573
2016,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XP,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO CARIRI - UFCA,2032-14XP,0.0,0.0,0.0,,,0.0,0.0,-1.0,-0.700987452230164,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XP,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO CARIRI - UFCA,2032-14XP,0.0,0.0,0.0,,,0.0,0.0,,-0.700987452230164,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XP,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO CARIRI - UFCA,2032-14XP,0.0,0.0,0.0,,,0.0,0.0,,-0.700987452230164,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,14325836.97,9418930.11,7821881.69,0.6574785214800611,0.5459982342658196,4906906.860000001,1597048.419999999,,1.7536892700170235,,False,False,False,False,False,False,False,26123623.440016598,17175721.315043982,14263452.27087424
2015,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,18246074.68,11768269.77,11155921.21,0.644975424927944,0.6114148607660966,6477804.91,612348.5599999987,0.4262451993185288,2.672712020677833,,False,False,False,False,False,False,False,30063477.442317743,19390204.138170544,18381256.87453939
2016,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,0.0,0.0,0.0,,,0.0,0.0,-1.0,-0.4024001173358961,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,0.0,0.0,0.0,,,0.0,0.0,,-0.4024001173358961,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,0.0,0.0,0.0,,,0.0,0.0,,-0.4024001173358961,,False,False,False,False,False,False,False,0.0,0.0,0.0
2019,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,0.0,0.0,0.0,,,0.0,0.0,,-0.4024001173358961,,False,False,False,False,False,False,False,0.0,0.0,0.0
2020,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,0.0,0.0,0.0,,,0.0,0.0,,-0.4024001173358961,,False,False,False,False,False,False,False,0.0,0.0,0.0
2021,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,0.0,0.0,0.0,,,0.0,0.0,,-0.4024001173358961,,False,False,False,False,False,False,False,0.0,0.0,0.0
2022,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,0.0,0.0,0.0,,,0.0,0.0,,-0.4024001173358961,,False,False,False,False,False,False,False,0.0,0.0,0.0
2023,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,0.0,0.0,0.0,,,0.0,0.0,,-0.4024001173358961,,False,False,False,False,False,False,False,0.0,0.0,0.0
2024,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,0.0,0.0,0.0,,,0.0,0.0,,-0.4024001173358961,,False,False,False,False,False,False,False,0.0,0.0,0.0
2025,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,0.0,0.0,0.0,,,0.0,0.0,,-0.4024001173358961,,False,False,False,False,False,False,False,0.0,0.0,0.0
2026,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",14XQ,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO SUL DA BAHIA - UFESBA,2032-14XQ,0.0,0.0,0.0,,,0.0,0.0,,-0.4024001173358961,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",152X,AMPLIACAO E REESTRUTURACAO DE INSTITUICOES MILITARES DE ENSINO SUPERIOR,2032-152X,12440983.0,0.0,0.0,0.0,0.0,12440983.0,0.0,,-0.5773502691896257,,False,False,False,False,False,False,False,22686531.73955867,0.0,0.0
2015,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",152X,AMPLIACAO E REESTRUTURACAO DE INSTITUICOES MILITARES DE ENSINO SUPERIOR,2032-152X,14000000.0,6893439.93,3446221.86,0.49238856642857143,0.24615870428571426,7106560.07,3447218.07,inf,1.1547005383792517,,False,False,False,False,False,True,True,23067355.12015609,11358101.918912424,5678230.247676061
2016,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",152X,AMPLIACAO E REESTRUTURACAO DE INSTITUICOES MILITARES DE ENSINO SUPERIOR,2032-152X,0.0,0.0,0.0,,,0.0,0.0,-1.0,-0.5773502691896257,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",154O,IMPLANTACAO DO CAMPUS DE GOVERNADOR VALADARES,2032-154O,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",154R,CONSTRUCAO DE EDIFICIOS NO CAMPUS DE SAO BERNARDO DO CAMPO DA UNIVERSIDADE FEDERAL DO ABC,2032-154R,247541.36,0.0,0.0,0.0,0.0,247541.36,0.0,,,,False,False,False,False,False,False,False,407866.0327176001,0.0,0.0
2016,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",154R,CONSTRUCAO DE EDIFICIOS NO CAMPUS DE SAO BERNARDO DO CAMPO DA UNIVERSIDADE FEDERAL DO ABC,2032-154R,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",154R,CONSTRUCAO DE EDIFICIOS NO CAMPUS DE SAO BERNARDO DO CAMPO DA UNIVERSIDADE FEDERAL DO ABC,2032-154R,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",154S,CONSTRUCAO DE EDIFICIOS NO CAMPUS DE SANTO ANDRE DA UNIVERSIDADE FEDERAL DO ABC,2032-154S,11466440.62,3008933.41,1881096.36,0.2624121564587146,0.164052335187517,8457507.209999999,1127837.05,,1.1547005383792517,,False,False,False,False,False,False,False,18892889.838980198,4957723.964383731,3099422.6965252133
2016,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",154S,CONSTRUCAO DE EDIFICIOS NO CAMPUS DE SANTO ANDRE DA UNIVERSIDADE FEDERAL DO ABC,2032-154S,0.0,0.0,0.0,,,0.0,0.0,-1.0,-0.5773502691896257,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",154S,CONSTRUCAO DE EDIFICIOS NO CAMPUS DE SANTO ANDRE DA UNIVERSIDADE FEDERAL DO ABC,2032-154S,0.0,0.0,0.0,,,0.0,0.0,,-0.5773502691896257,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",2032-20GK,452352465.23,343335357.76,328096063.5,0.758999638888737,0.725310656443927,109017107.47000003,15239294.25999999,,1.8492145665424435,,False,False,False,False,False,False,False,824879236.6252735,626083042.7253996,598293700.6036426
2015,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",2032-20GK,546975529.05,452012173.58,437885379.92,0.8263846361921628,0.8005575325838246,94963355.46999997,14126793.659999967,0.3346255217109608,2.6034615997317125,,False,False,False,False,False,False,False,901234197.9022573,744766094.7573925,721489825.7527934
2016,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",2032-20GK,0.0,0.0,0.0,,,0.0,0.0,-1.0,-0.4047887423885597,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",2032-20GK,0.0,0.0,0.0,,,0.0,0.0,,-0.4047887423885597,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",2032-20GK,0.0,0.0,0.0,,,0.0,0.0,,-0.4047887423885597,,False,False,False,False,False,False,False,0.0,0.0,0.0
2019,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",2032-20GK,0.0,0.0,0.0,,,0.0,0.0,,-0.4047887423885597,,False,False,False,False,False,False,False,0.0,0.0,0.0
2020,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",2032-20GK,0.0,0.0,0.0,,,0.0,0.0,,-0.4047887423885597,,False,False,False,False,False,False,False,0.0,0.0,0.0
2021,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",2032-20GK,0.0,0.0,0.0,,,0.0,0.0,,-0.4047887423885597,,False,False,False,False,False,False,False,0.0,0.0,0.0
2022,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",2032-20GK,0.0,0.0,0.0,,,0.0,0.0,,-0.4047887423885597,,False,False,False,False,False,False,False,0.0,0.0,0.0
2023,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",2032-20GK,0.0,0.0,0.0,,,0.0,0.0,,-0.4047887423885597,,False,False,False,False,False,False,False,0.0,0.0,0.0
2024,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",2032-20GK,0.0,0.0,0.0,,,0.0,0.0,,-0.4047887423885597,,False,False,False,False,False,False,False,0.0,0.0,0.0
2025,12,Educação,364,Ensino superior,2032,"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20GK,"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",2032-20GK,0.0,0.0,0.0,,,0.0,0.0,,-0.4047887423885597,,False,False,False,False,False,False,False,0.0,0.0,0.0
