ano,codigoFuncao,funcao,codigoSubfuncao,subfuncao,codigoPrograma,programa,codigoAcao,acao,chave_serie,empenhado,liquidado,pago,taxa_liquidacao,taxa_pagamento,valor_a_liquidar,restos_a_pagar,variacao_pago_aa,zscore_pago,zscore_robusto_pago,flag_pago_maior_empenhado,flag_liquidado_maior_empenhado,flag_valor_negativo,flag_anomalia_zscore,flag_anomalia_robusto,flag_salto_anual,flag_anomalia,empenhado_real,liquidado_real,pago_real
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12EL,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO ABC,1073-12EL,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12EL,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO ABC,1073-12EL,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12EL,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO ABC,1073-12EL,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12EL,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO ABC,1073-12EL,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12EM,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,1073-12EM,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12EM,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,1073-12EM,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12EM,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,1073-12EM,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12EM,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,1073-12EM,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q4,CONSTRUCAO DO PREDIO DA REITORIA DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,1073-12Q4,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q4,CONSTRUCAO DO PREDIO DA REITORIA DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,1073-12Q4,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q4,CONSTRUCAO DO PREDIO DA REITORIA DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,1073-12Q4,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q4,CONSTRUCAO DO PREDIO DA REITORIA DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,1073-12Q4,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q4,CONSTRUCAO DO PREDIO DA REITORIA DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,1073-12Q4,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2019,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q4,CONSTRUCAO DO PREDIO DA REITORIA DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,1073-12Q4,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q5,IMPLANTACAO DO PARQUE CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,1073-12Q5,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q5,IMPLANTACAO DO PARQUE CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,1073-12Q5,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q5,IMPLANTACAO DO PARQUE CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,1073-12Q5,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q5,IMPLANTACAO DO PARQUE CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,1073-12Q5,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q5,IMPLANTACAO DO PARQUE CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,1073-12Q5,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2019,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q5,IMPLANTACAO DO PARQUE CIENTIFICO E TECNOLOGICO DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,1073-12Q5,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12Q6,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE GOVERNADOR VALADARES,1073-12Q6,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H55,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE ARAPIRACA,1073-1H55,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H55,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE ARAPIRACA,1073-1H55,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H55,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE ARAPIRACA,1073-1H55,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H55,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE ARAPIRACA,1073-1H55,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H56,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BENJAMIN CONSTANT,1073-1H56,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H57,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE COARI,1073-1H57,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H57,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE COARI,1073-1H57,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H57,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE COARI,1073-1H57,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H58,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE HUMAITA,1073-1H58,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H58,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE HUMAITA,1073-1H58,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H58,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE HUMAITA,1073-1H58,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H59,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BARREIRAS,1073-1H59,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H59,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BARREIRAS,1073-1H59,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H59,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BARREIRAS,1073-1H59,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H60,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE VITORIA DA CONQUISTA,1073-1H60,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H60,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE VITORIA DA CONQUISTA,1073-1H60,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H60,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE VITORIA DA CONQUISTA,1073-1H60,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H63,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE CATALAO,1073-1H63,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H63,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE CATALAO,1073-1H63,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H63,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE CATALAO,1073-1H63,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H63,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE CATALAO,1073-1H63,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H63,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE CATALAO,1073-1H63,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H64,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE JATAI,1073-1H64,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H64,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE JATAI,1073-1H64,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H64,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE JATAI,1073-1H64,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H64,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE JATAI,1073-1H64,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H64,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE JATAI,1073-1H64,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H65,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE CHAPADINHA,1073-1H65,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H66,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE IMPERATRIZ,1073-1H66,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H67,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DO MEDIO ARAGUAIA,1073-1H67,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H67,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DO MEDIO ARAGUAIA,1073-1H67,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H68,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE RONDONOPOLIS,1073-1H68,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H68,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE RONDONOPOLIS,1073-1H68,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H69,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE SINOP,1073-1H69,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H69,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE SINOP,1073-1H69,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H69,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE SINOP,1073-1H69,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H69,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE SINOP,1073-1H69,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H69,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE SINOP,1073-1H69,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H70,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE CUITE,1073-1H70,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H70,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE CUITE,1073-1H70,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H71,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DO AGRESTE,1073-1H71,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H71,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DO AGRESTE,1073-1H71,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H71,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DO AGRESTE,1073-1H71,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H72,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE VITORIA DE SANTO ANTAO,1073-1H72,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H72,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE VITORIA DE SANTO ANTAO,1073-1H72,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H72,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE VITORIA DE SANTO ANTAO,1073-1H72,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H73,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BOM JESUS,1073-1H73,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H73,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BOM JESUS,1073-1H73,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H73,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BOM JESUS,1073-1H73,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H73,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BOM JESUS,1073-1H73,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H73,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BOM JESUS,1073-1H73,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2019,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H73,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BOM JESUS,1073-1H73,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2020,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H73,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BOM JESUS,1073-1H73,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2021,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H73,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BOM JESUS,1073-1H73,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2022,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H73,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BOM JESUS,1073-1H73,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2023,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H73,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BOM JESUS,1073-1H73,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2024,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H73,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE BOM JESUS,1073-1H73,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H74,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PARNAIBA,1073-1H74,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H74,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PARNAIBA,1073-1H74,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H74,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PARNAIBA,1073-1H74,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H74,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PARNAIBA,1073-1H74,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H74,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PARNAIBA,1073-1H74,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2019,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H74,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PARNAIBA,1073-1H74,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2020,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H74,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PARNAIBA,1073-1H74,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2021,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H74,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PARNAIBA,1073-1H74,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2022,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H74,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PARNAIBA,1073-1H74,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2023,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H74,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PARNAIBA,1073-1H74,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2024,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H74,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PARNAIBA,1073-1H74,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2014,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H75,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PICOS,1073-1H75,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2015,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H75,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PICOS,1073-1H75,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2016,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H75,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PICOS,1073-1H75,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2017,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H75,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PICOS,1073-1H75,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2018,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H75,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PICOS,1073-1H75,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2019,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H75,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PICOS,1073-1H75,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2020,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H75,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PICOS,1073-1H75,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2021,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H75,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PICOS,1073-1H75,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
2022,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,1H75,EXPANSAO DO ENSINO SUPERIOR - CAMPUS DE PICOS,1073-1H75,0.0,0.0,0.0,,,0.0,0.0,,,,False,False,False,False,False,False,False,0.0,0.0,0.0
