conjunto,entidade,ano,pago_real,score_combinado,n_sinais,sinais,desvio_padronizado,score_anomalia_2_3,sinal_flag,sinal_outlier
B,Universidade Federal Fluminense,2016,3039937331.166514,0.4549237170596394,2,outlier_multivariado(score=0.91),,0.9098474341192788,0.0,0.9098474341192788
B,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",2016,842248861.4315469,0.453872437357631,2,outlier_multivariado(score=0.91),,0.907744874715262,0.0,0.907744874715262
B,"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão",2023,797259345.7140946,0.4533029612756264,2,outlier_multivariado(score=0.91),,0.9066059225512528,0.0,0.9066059225512528
B,"Instituto Federal de Educação, Ciência e Tecnologia de Sergipe",2021,317355484.49615675,0.4527334851936219,2,outlier_multivariado(score=0.91),,0.9054669703872438,0.0,0.9054669703872438
B,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",2025,179356518.1,0.4527334851936219,2,outlier_multivariado(score=0.91),,0.9054669703872438,0.0,0.9054669703872438
B,Universidade Federal de Rondonópolis,2025,129307703.83,0.4511095700416089,2,outlier_multivariado(score=0.90),,0.9022191400832178,0.0,0.9022191400832178
B,Fundação Universidade Federal do Mato Grosso,2017,1557752968.8719025,0.4507628294036061,2,outlier_multivariado(score=0.90),,0.9015256588072122,0.0,0.9015256588072122
B,"Instituto Federal de Educação, Ciência e Tecnologia de Rondônia",2020,271589895.4474599,0.45045558086560367,2,outlier_multivariado(score=0.90),,0.9009111617312073,0.0,0.9009111617312073
B,Fundação Universidade de Brasília,2014,3096424817.294367,0.275,2,tendencia_robusta(desvio=3.0),3.01397140533321,,0.0,
B,Empresa Brasileira de Serviços Hospitalares,2014,1032402728.1566278,0.2625,2,tendencia_robusta(desvio=-3.0),-2.951835684109946,,0.0,
A,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO-AMERICANA - UNILA,2019,0.0,1.0,1,zscore_robusto,,,1.0,
A,CONCESSAO DE BOLSAS DE RESIDENCIA EM SAUDE,2020,0.0,1.0,1,zscore_robusto,,,1.0,
A,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA INTEGRACAO LATINO-AMERICANA - UNILA,2020,0.0,1.0,1,zscore_robusto,,,1.0,
A,REGULACAO E SUPERVISAO DOS CURSOS DE GRADUACAO E DE INSTITUICOES PUBLICAS E PRIVADAS DE ENSINO SUPERIOR,2020,0.0,1.0,1,zscore_robusto,,,1.0,
A,CONCESSAO DE BOLSAS DE RESIDENCIA EM SAUDE,2021,0.0,1.0,1,zscore_robusto,,,1.0,
A,CONCESSAO DE BOLSAS DE RESIDENCIA EM SAUDE,2024,0.0,1.0,1,zscore_robusto,,,1.0,
A,CONCESSAO DE BOLSAS NO AMBITO DO PROGRAMA DE ESTIMULO A REESTRUTURACAO E AO FORTALECIMENTO DAS INSTITUICOES DE ENSINO SUPERIOR (PROIES),2024,0.0,1.0,1,zscore_robusto,,,1.0,
A,REGULACAO E SUPERVISAO DOS CURSOS DE GRADUACAO E DE INSTITUICOES PUBLICAS E PRIVADAS DE ENSINO SUPERIOR,2024,0.0,1.0,1,zscore_robusto,,,1.0,
A,CONCESSAO DE BOLSAS DE RESIDENCIA EM SAUDE,2025,0.0,1.0,1,zscore_robusto,,,1.0,
A,CONCESSAO DE BOLSAS NO AMBITO DO PROGRAMA DE ESTIMULO A REESTRUTURACAO E AO FORTALECIMENTO DAS INSTITUICOES DE ENSINO SUPERIOR (PROIES),2025,0.0,1.0,1,zscore_robusto,,,1.0,
B,Universidade Federal do Rio de Janeiro,2014,5770440312.012686,1.0,1,atipico_entre_pares,,,1.0,
B,"Instituto Federal de Educação, Ciência e Tecnologia do Ceará",2014,667487462.1572963,1.0,1,zscore_robusto,,,1.0,
B,"Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso",2014,430831832.6650717,1.0,1,zscore_robusto,,,1.0,
B,"Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso do Sul",2014,135859083.51582855,1.0,1,zscore_robusto,,,1.0,
B,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul",2014,429827021.47835916,1.0,1,zscore_robusto,,,1.0,
B,"Instituto Federal de Educação, Ciência e Tecnologia do Piauí",2014,406220964.0903184,1.0,1,zscore_robusto,,,1.0,
B,Instituto Federal do Paraná,2014,327093571.12065893,1.0,1,zscore_robusto,,,1.0,
B,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo",2014,757738543.7353404,1.0,1,zscore_robusto,,,1.0,
B,Universidade Federal de Catalão,2020,47675215.24110916,1.0,1,zscore_robusto,,,1.0,
B,Universidade Federal de Jataí,2020,57280022.7715931,1.0,1,zscore_robusto,,,1.0,
B,Universidade Federal de Rondonópolis,2020,34040570.91308685,1.0,1,zscore_robusto,,,1.0,
