ano,chave_serie,empenhado,liquidado,pago,empenhado_real,liquidado_real,pago_real,codigoFuncao,funcao,codigoSubfuncao,subfuncao,codigoPrograma,programa,codigoAcao,acao,taxa_liquidacao,taxa_pagamento,valor_a_liquidar,restos_a_pagar,flag_pago_maior_empenhado,flag_liquidado_maior_empenhado,flag_valor_negativo,serie_curta,ano_parcial,variacao_pago_aa,zscore_pago,zscore_robusto_pago,flag_anomalia_zscore,flag_anomalia_robusto,flag_salto_anual,flag_anomalia
2014,1073-11I9,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,11I9,REUNI - READEQUAÇÃO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE (UFRN),,,0.0,0.0,False,False,False,True,False,,,,False,False,False,False
2014,1073-11II,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,11II,REUNI - READEQUAÇÃO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL (UFRGS),,,0.0,0.0,False,False,False,True,False,,,,False,False,False,False
2014,1073-11J0,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,11J0,REUNI - READEQUACAO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL DO RIO DE JANEIRO (UFRJ),,,0.0,0.0,False,False,False,True,False,,,,False,False,False,False
2014,1073-11JK,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,11JK,REUNI - READEQUAÇÃO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL DE SANTA CATARINA (UFSC),,,0.0,0.0,False,False,False,False,False,,,,False,False,False,False
2014,1073-11K0,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,11K0,REUNI - READEQUAÇÃO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL DE SANTA MARIA (UFSM),,,0.0,0.0,False,False,False,True,False,,,,False,False,False,False
2014,1073-11L0,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,11L0,REUNI - READEQUAÇÃO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO (UFRPE),,,0.0,0.0,False,False,False,True,False,,,,False,False,False,False
2014,1073-11L6,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,11L6,REUNI - READEQUACAO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO (UFRRJ),,,0.0,0.0,False,False,False,False,False,,,,False,False,False,False
2014,1073-11M0,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,11M0,REUNI - READEQUAÇÃO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL DE RORAIMA (UFRR),,,0.0,0.0,False,False,False,True,False,,,,False,False,False,False
2014,1073-11M6,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,11M6,REUNI - READEQUACAO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL DO TOCANTINS (UFT),,,0.0,0.0,False,False,False,False,False,,,,False,False,False,False
2014,1073-11MW,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,11MW,REUNI - READEQUAÇÃO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),,,0.0,0.0,False,False,False,False,False,,,,False,False,False,False
2014,1073-11N0,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,11N0,REUNI - READEQUAÇÃO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA (UFRA),,,0.0,0.0,False,False,False,False,False,,,,False,False,False,False
2014,1073-11N9,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,11N9,REUNI - READEQUAÇÃO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL DO VALE DO JEQUITINHONHA E MUCURI (UFVJM),,,0.0,0.0,False,False,False,False,False,,,,False,False,False,False
2014,1073-11O0,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,11O0,REUNI - READEQUACAO DA INFRA-ESTRUTURA DA UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA (UTFPR),,,0.0,0.0,False,False,False,True,False,,,,False,False,False,False
2014,1073-11OT,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,11OT,REUNI - READEQUACAO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL DE ITAJUBA (UNIFEI),,,0.0,0.0,False,False,False,True,False,,,,False,False,False,False
2014,1073-11OY,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,11OY,REUNI - READEQUAÇÃO DA INFRA-ESTRUTURA DA UNIVERSIDADE FEDERAL DE SÃO PAULO (UNIFESP),,,0.0,0.0,False,False,False,True,False,,,,False,False,False,False
2014,1073-125B,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,125B,IMPLANTACAO DA UNIVERSIDADE DA INTEGRACAO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA - UNILAB,,,0.0,0.0,False,False,False,False,False,,,,False,False,False,False
2014,1073-125C,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITÁRIO,125C,IMPLANTACAO DA UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS,,,0.0,0.0,False,False,False,True,False,,,,False,False,False,False
2014,1073-12EL,0.0,0.0,0.0,0.0,0.0,0.0,12,Educação,364,Ensino superior,1073,BRASIL UNIVERSITARIO,12EL,IMPLANTACAO DA UNIVERSIDADE FEDERAL DO ABC,,,0.0,0.0,False,False,False,True,False,,,,False,False,False,False
